Place,District,Type,Budget,Season,Interest,Rating,Approx_Cost,Image_URL,Youtube_Link,Hotel_Budget,Hotel_Budget_Price,Hotel_Premium,Hotel_Premium_Price,Latitude,Longitude,image_url
Jintur Jain Temple Ancient Site,Parbhani,Spiritual,Low,Monsoon,Spiritual,4.8,2266,/static/images/jintur_jain_temple_ancient_site.jpg,https://www.youtube.com/embed/sample_jintur_jain_temple_ancient_site,Hotel Sai Parbhani,1518,Orchid Resort Parbhani,5309,20.7257,73.6594,https://source.unsplash.com/800x600/?Jintur%20Jain%20Temple%20Ancient%20Site%2CSpiritual%2CMaharashtra
Sion Fort Valley,Mumbai,Fort,Medium,Winter,Adventure,4.3,7559,/static/images/sion_fort_valley.jpg,https://www.youtube.com/embed/sample_sion_fort_valley,Hotel Sai Mumbai,1089,Orchid Resort Mumbai,5592,17.8483,78.7885,https://source.unsplash.com/800x600/?Sion%20Fort%20Valley%2CFort%2CMaharashtra
Koka Wildlife Sanctuary View,Bhandara,Wildlife,High,Winter,Wildlife,4.4,11765,/static/images/koka_wildlife_sanctuary_view.jpg,https://www.youtube.com/embed/sample_koka_wildlife_sanctuary_view,City Center Guest House Bhandara,1174,The Taj Mahal Inn Bhandara,5602,18.5146,79.0693,https://source.unsplash.com/800x600/?Koka%20Wildlife%20Sanctuary%20View%2CWildlife%2CMaharashtra
Revdanda Fort View,Raigad,Fort,Medium,Monsoon,Adventure,4.0,7219,/static/images/revdanda_fort_view.jpg,https://www.youtube.com/embed/sample_revdanda_fort_view,Pleasant Stay Raigad,1308,Gateway Palace Raigad,6412,19.0949,78.4398,https://source.unsplash.com/800x600/?Revdanda%20Fort%20View%2CFort%2CMaharashtra
Radhanagari Dam View,Kolhapur,Nature,Medium,Winter,Adventure,4.3,7010,/static/images/radhanagari_dam_view.jpg,https://www.youtube.com/embed/sample_radhanagari_dam_view,Pleasant Stay Kolhapur,1586,Marriott Executive Kolhapur,6750,18.7024,75.6866,https://source.unsplash.com/800x600/?Radhanagari%20Dam%20View%2CNature%2CMaharashtra
Bahrot Caves Heritage,Palghar,Historical,Medium,Winter,Cultural,3.9,5759,/static/images/bahrot_caves_heritage.jpg,https://www.youtube.com/embed/sample_bahrot_caves_heritage,Royal Inn Palghar,1456,Marriott Executive Palghar,4021,19.7526,73.9558,https://source.unsplash.com/800x600/?Bahrot%20Caves%20Heritage%2CHistorical%2CMaharashtra
Kapildhara Waterfall,Beed,Nature,High,Winter,Nature,4.2,13654,/static/images/kapildhara_waterfall.jpg,https://www.youtube.com/embed/sample_kapildhara_waterfall,Royal Inn Beed,1132,Novotel Heritage Beed,4672,20.3278,73.204,https://source.unsplash.com/800x600/?Kapildhara%20Waterfall%2CNature%2CMaharashtra
Andhalgaon Garden,Bhandara,Wildlife,Medium,Winter,Adventure,4.7,7449,/static/images/andhalgaon_garden.jpg,https://www.youtube.com/embed/sample_andhalgaon_garden,Hotel Sai Bhandara,1496,Marriott Executive Bhandara,5127,16.4253,78.1854,https://source.unsplash.com/800x600/?Andhalgaon%20Garden%2CWildlife%2CMaharashtra
Mecca Darwaza View,Chhatrapati Sambhaji Nagar,Spiritual,Medium,Monsoon,Spiritual,4.4,6945,/static/images/mecca_darwaza_view.jpg,https://www.youtube.com/embed/sample_mecca_darwaza_view,Royal Inn Chhatrapati Sambhaji Nagar,1345,Vivanta Plaza Chhatrapati Sambhaji Nagar,4856,17.7021,74.6867,https://source.unsplash.com/800x600/?Mecca%20Darwaza%20View%2CSpiritual%2CMaharashtra
Nehru Planetarium Point,Mumbai,Historical,Low,Monsoon,Wildlife,3.6,2888,/static/images/nehru_planetarium_point.jpg,https://www.youtube.com/embed/sample_nehru_planetarium_point,City Center Guest House Mumbai,1356,Gateway Palace Mumbai,6775,20.3513,73.1441,https://source.unsplash.com/800x600/?Nehru%20Planetarium%20Point%2CHistorical%2CMaharashtra
Metro Cinema Ancient Site,Mumbai,Spiritual,Medium,Monsoon,Nature,4.8,7797,/static/images/metro_cinema_ancient_site.jpg,https://www.youtube.com/embed/sample_metro_cinema_ancient_site,Pleasant Stay Mumbai,1786,Novotel Heritage Mumbai,4989,19.5948,79.5775,https://source.unsplash.com/800x600/?Metro%20Cinema%20Ancient%20Site%2CSpiritual%2CMaharashtra
Sajjangad Fort Heritage,Satara,Fort,High,All,Adventure,4.0,14764,/static/images/sajjangad_fort_heritage.jpg,https://www.youtube.com/embed/sample_sajjangad_fort_heritage,Green Leaf Lodge Satara,1392,Marriott Executive Satara,3912,20.444,76.3581,https://source.unsplash.com/800x600/?Sajjangad%20Fort%20Heritage%2CFort%2CMaharashtra
Alandi Garden,Pune,Wildlife,Low,All,Nature,3.7,3056,/static/images/alandi_garden.jpg,https://www.youtube.com/embed/sample_alandi_garden,Green Leaf Lodge Pune,1077,Gateway Palace Pune,6145,16.4854,75.6833,https://source.unsplash.com/800x600/?Alandi%20Garden%2CWildlife%2CMaharashtra
Flora Fountain Point,Mumbai,Spiritual,Medium,Monsoon,Wildlife,4.8,5688,/static/images/flora_fountain_point.jpg,https://www.youtube.com/embed/sample_flora_fountain_point,Heritage Home Mumbai,1259,Orchid Resort Mumbai,5156,20.83,73.7719,https://source.unsplash.com/800x600/?Flora%20Fountain%20Point%2CSpiritual%2CMaharashtra
Paunar Ashram Ancient Site,Wardha,Spiritual,Low,Winter,Nature,3.9,3860,/static/images/paunar_ashram_ancient_site.jpg,https://www.youtube.com/embed/sample_paunar_ashram_ancient_site,City Center Guest House Wardha,1253,Vivanta Plaza Wardha,3593,17.0154,74.1298,https://source.unsplash.com/800x600/?Paunar%20Ashram%20Ancient%20Site%2CSpiritual%2CMaharashtra
Kalaram Temple,Nashik,Spiritual,Low,Monsoon,Spiritual,4.1,1953,/static/images/kalaram_temple.jpg,https://www.youtube.com/embed/sample_kalaram_temple,Royal Inn Nashik,1570,Novotel Heritage Nashik,3890,17.0618,79.6663,https://source.unsplash.com/800x600/?Kalaram%20Temple%2CSpiritual%2CMaharashtra
Daulatabad Fort Lake Side,Aurangabad,Fort,Low,Monsoon,Adventure,3.9,3273,/static/images/daulatabad_fort_lake_side.jpg,https://www.youtube.com/embed/sample_daulatabad_fort_lake_side,Pleasant Stay Aurangabad,1024,Vivanta Plaza Aurangabad,4297,17.547,77.2194,https://source.unsplash.com/800x600/?Daulatabad%20Fort%20Lake%20Side%2CFort%2CMaharashtra
Sarasgad Fort Museum,Raigad,Fort,High,Monsoon,Adventure,4.7,10916,/static/images/sarasgad_fort_museum.jpg,https://www.youtube.com/embed/sample_sarasgad_fort_museum,City Center Guest House Raigad,1051,Vivanta Plaza Raigad,5950,20.0044,75.9903,https://source.unsplash.com/800x600/?Sarasgad%20Fort%20Museum%2CFort%2CMaharashtra
Jejuri Valley,Pune,Fort,Medium,Monsoon,Nature,4.0,5517,/static/images/jejuri_valley.jpg,https://www.youtube.com/embed/sample_jejuri_valley,Royal Inn Pune,1305,Vivanta Plaza Pune,4294,20.9305,76.4083,https://source.unsplash.com/800x600/?Jejuri%20Valley%2CFort%2CMaharashtra
Junona Lake Heritage,Chandrapur,Spiritual,High,Winter,Adventure,3.8,14092,/static/images/junona_lake_heritage.jpg,https://www.youtube.com/embed/sample_junona_lake_heritage,The Residency Chandrapur,1360,Orchid Resort Chandrapur,3587,18.7007,73.7407,https://source.unsplash.com/800x600/?Junona%20Lake%20Heritage%2CSpiritual%2CMaharashtra
Sudhagad Fort Memorial,Thane,Fort,High,All,Adventure,4.4,8593,/static/images/sudhagad_fort_memorial.jpg,https://www.youtube.com/embed/sample_sudhagad_fort_memorial,Heritage Home Thane,1032,The Taj Mahal Inn Thane,4272,20.9418,75.8586,https://source.unsplash.com/800x600/?Sudhagad%20Fort%20Memorial%2CFort%2CMaharashtra
Akkalkot Swami Samarth Maharaj Temple Lake Side,Solapur,Spiritual,Medium,Winter,Spiritual,4.1,5306,/static/images/akkalkot_swami_samarth_maharaj_temple_lake_side.jpg,https://www.youtube.com/embed/sample_akkalkot_swami_samarth_maharaj_temple_lake_side,The Residency Solapur,1410,Orchid Resort Solapur,6618,18.4884,73.7956,https://source.unsplash.com/800x600/?Akkalkot%20Swami%20Samarth%20Maharaj%20Temple%20Lake%20Side%2CSpiritual%2CMaharashtra
Colaba Causeway Museum,Mumbai,Fort,High,Monsoon,Wildlife,4.5,10239,/static/images/colaba_causeway_museum.jpg,https://www.youtube.com/embed/sample_colaba_causeway_museum,Heritage Home Mumbai,1515,The Grand Regency Mumbai,6168,19.0167,78.4844,https://source.unsplash.com/800x600/?Colaba%20Causeway%20Museum%2CFort%2CMaharashtra
Gosekhurd Dam Museum,Bhandara,Beach,Low,Monsoon,Wildlife,4.9,3791,/static/images/gosekhurd_dam_museum.jpg,https://www.youtube.com/embed/sample_gosekhurd_dam_museum,Royal Inn Bhandara,1347,Vivanta Plaza Bhandara,6556,20.4524,78.2746,https://source.unsplash.com/800x600/?Gosekhurd%20Dam%20Museum%2CBeach%2CMaharashtra
Sajjangad Fort View,Satara,Fort,High,All,Adventure,4.4,10319,/static/images/sajjangad_fort_view.jpg,https://www.youtube.com/embed/sample_sajjangad_fort_view,The Residency Satara,1660,Marriott Executive Satara,4782,17.8456,73.3603,https://source.unsplash.com/800x600/?Sajjangad%20Fort%20View%2CFort%2CMaharashtra
Thoseghar Waterfall Lake Side,Satara,Nature,Medium,Winter,Nature,4.3,5822,/static/images/thoseghar_waterfall_lake_side.jpg,https://www.youtube.com/embed/sample_thoseghar_waterfall_lake_side,Pleasant Stay Satara,1766,The Taj Mahal Inn Satara,5424,19.8628,75.9828,https://source.unsplash.com/800x600/?Thoseghar%20Waterfall%20Lake%20Side%2CNature%2CMaharashtra
Nehru Science Centre Lake Side,Mumbai,Beach,Medium,Winter,Relaxation,3.7,6176,/static/images/nehru_science_centre_lake_side.jpg,https://www.youtube.com/embed/sample_nehru_science_centre_lake_side,City Center Guest House Mumbai,1755,Marriott Executive Mumbai,6728,19.726,73.9703,https://source.unsplash.com/800x600/?Nehru%20Science%20Centre%20Lake%20Side%2CBeach%2CMaharashtra
Gawilghur Fort Garden,Amravati,Fort,Low,Monsoon,Adventure,4.6,1500,/static/images/gawilghur_fort_garden.jpg,https://www.youtube.com/embed/sample_gawilghur_fort_garden,Royal Inn Amravati,1021,Gateway Palace Amravati,4206,20.0099,73.4407,https://source.unsplash.com/800x600/?Gawilghur%20Fort%20Garden%2CFort%2CMaharashtra
Rajeshwar Temple Heritage,Akola,Spiritual,Medium,Monsoon,Spiritual,4.6,5325,/static/images/rajeshwar_temple_heritage.jpg,https://www.youtube.com/embed/sample_rajeshwar_temple_heritage,Hotel Sai Akola,1395,The Grand Regency Akola,5545,18.587,73.1218,https://source.unsplash.com/800x600/?Rajeshwar%20Temple%20Heritage%2CSpiritual%2CMaharashtra
Sahastrakund Waterfall Heritage,Yavatmal,Nature,Medium,Winter,Nature,4.8,7354,/static/images/sahastrakund_waterfall_heritage.jpg,https://www.youtube.com/embed/sample_sahastrakund_waterfall_heritage,Royal Inn Yavatmal,1437,Novotel Heritage Yavatmal,5811,18.2476,74.7204,https://source.unsplash.com/800x600/?Sahastrakund%20Waterfall%20Heritage%2CNature%2CMaharashtra
Narsimha Temple Memorial,Parbhani,Spiritual,High,All,Spiritual,4.1,11757,/static/images/narsimha_temple_memorial.jpg,https://www.youtube.com/embed/sample_narsimha_temple_memorial,City Center Guest House Parbhani,1301,Novotel Heritage Parbhani,6521,17.0217,77.1201,https://source.unsplash.com/800x600/?Narsimha%20Temple%20Memorial%2CSpiritual%2CMaharashtra
Hill Road Point,Mumbai,Hill,Medium,Monsoon,Nature,4.1,4812,/static/images/hill_road_point.jpg,https://www.youtube.com/embed/sample_hill_road_point,Heritage Home Mumbai,1179,Orchid Resort Mumbai,4354,19.7151,75.2056,https://source.unsplash.com/800x600/?Hill%20Road%20Point%2CHill%2CMaharashtra
Jamb Samarth Memorial,Jalna,Spiritual,High,Winter,Spiritual,3.6,14697,/static/images/jamb_samarth_memorial.jpg,https://www.youtube.com/embed/sample_jamb_samarth_memorial,Pleasant Stay Jalna,1016,Novotel Heritage Jalna,3856,17.6783,79.8701,https://source.unsplash.com/800x600/?Jamb%20Samarth%20Memorial%2CSpiritual%2CMaharashtra
Bhakti Dham Point,Amravati,Fort,High,All,Spiritual,4.7,14417,/static/images/bhakti_dham_point.jpg,https://www.youtube.com/embed/sample_bhakti_dham_point,City Center Guest House Amravati,1672,Orchid Resort Amravati,4548,18.1905,78.2385,https://source.unsplash.com/800x600/?Bhakti%20Dham%20Point%2CFort%2CMaharashtra
Laling Fort Ancient Site,Dhule,Fort,High,Winter,Adventure,4.9,13601,/static/images/laling_fort_ancient_site.jpg,https://www.youtube.com/embed/sample_laling_fort_ancient_site,Royal Inn Dhule,1541,Orchid Resort Dhule,5903,20.36,75.325,https://source.unsplash.com/800x600/?Laling%20Fort%20Ancient%20Site%2CFort%2CMaharashtra
Himayat Bagh Valley,Chhatrapati Sambhaji Nagar,Fort,Low,Winter,Wildlife,4.2,2916,/static/images/himayat_bagh_valley.jpg,https://www.youtube.com/embed/sample_himayat_bagh_valley,Hotel Sai Chhatrapati Sambhaji Nagar,1207,Marriott Executive Chhatrapati Sambhaji Nagar,5900,19.9189,76.4375,https://source.unsplash.com/800x600/?Himayat%20Bagh%20Valley%2CFort%2CMaharashtra
National Gallery of Modern Art,Mumbai,Nature,High,Monsoon,Spiritual,4.0,10772,/static/images/national_gallery_of_modern_art.jpg,https://www.youtube.com/embed/sample_national_gallery_of_modern_art,Pleasant Stay Mumbai,1637,The Grand Regency Mumbai,5850,18.4036,75.0205,https://source.unsplash.com/800x600/?National%20Gallery%20of%20Modern%20Art%2CNature%2CMaharashtra
Katepurna Sanctuary,Akola,Wildlife,High,Winter,Wildlife,4.3,12004,/static/images/katepurna_sanctuary.jpg,https://www.youtube.com/embed/sample_katepurna_sanctuary,Hotel Sai Akola,1591,The Grand Regency Akola,5928,19.1103,79.7974,https://source.unsplash.com/800x600/?Katepurna%20Sanctuary%2CWildlife%2CMaharashtra
Naigaon Peacock Sanctuary Museum,Beed,Wildlife,High,Winter,Wildlife,4.2,12909,/static/images/naigaon_peacock_sanctuary_museum.jpg,https://www.youtube.com/embed/sample_naigaon_peacock_sanctuary_museum,Green Leaf Lodge Beed,1635,The Taj Mahal Inn Beed,5910,16.3472,73.3994,https://source.unsplash.com/800x600/?Naigaon%20Peacock%20Sanctuary%20Museum%2CWildlife%2CMaharashtra
Mochemad Beach Valley,Sindhudurg,Beach,Low,Monsoon,Relaxation,3.6,1881,/static/images/mochemad_beach_valley.jpg,https://www.youtube.com/embed/sample_mochemad_beach_valley,Royal Inn Sindhudurg,1493,The Grand Regency Sindhudurg,6536,20.4607,75.8103,https://source.unsplash.com/800x600/?Mochemad%20Beach%20Valley%2CBeach%2CMaharashtra
Ellora Caves Point,Aurangabad,Historical,High,Monsoon,Cultural,3.8,10937,/static/images/ellora_caves_point.jpg,https://www.youtube.com/embed/sample_ellora_caves_point,City Center Guest House Aurangabad,1220,Novotel Heritage Aurangabad,3888,16.442,77.743,https://source.unsplash.com/800x600/?Ellora%20Caves%20Point%2CHistorical%2CMaharashtra
Sindkhed Raja Valley,Buldhana,Historical,Low,Winter,Adventure,3.6,1523,/static/images/sindkhed_raja_valley.jpg,https://www.youtube.com/embed/sample_sindkhed_raja_valley,City Center Guest House Buldhana,1249,Gateway Palace Buldhana,5583,19.3411,77.1263,https://source.unsplash.com/800x600/?Sindkhed%20Raja%20Valley%2CHistorical%2CMaharashtra
Grishneshwar Temple Ancient Site,Aurangabad,Spiritual,High,Winter,Spiritual,4.1,11775,/static/images/grishneshwar_temple_ancient_site.jpg,https://www.youtube.com/embed/sample_grishneshwar_temple_ancient_site,Heritage Home Aurangabad,1509,Gateway Palace Aurangabad,5813,16.3379,75.6498,https://source.unsplash.com/800x600/?Grishneshwar%20Temple%20Ancient%20Site%2CSpiritual%2CMaharashtra
Siddheshwar Mandir Heritage,Ahmednagar,Spiritual,Low,All,Spiritual,4.2,3486,/static/images/siddheshwar_mandir_heritage.jpg,https://www.youtube.com/embed/sample_siddheshwar_mandir_heritage,Pleasant Stay Ahmednagar,1710,Vivanta Plaza Ahmednagar,6470,18.1472,75.4447,https://source.unsplash.com/800x600/?Siddheshwar%20Mandir%20Heritage%2CSpiritual%2CMaharashtra
Alandi Memorial,Pune,Nature,Low,Monsoon,Wildlife,4.0,3170,/static/images/alandi_memorial.jpg,https://www.youtube.com/embed/sample_alandi_memorial,Heritage Home Pune,1221,The Grand Regency Pune,4465,16.744,79.9956,https://source.unsplash.com/800x600/?Alandi%20Memorial%2CNature%2CMaharashtra
Ambadevi Temple Lake Side,Amravati,Spiritual,Medium,All,Spiritual,4.1,7832,/static/images/ambadevi_temple_lake_side.jpg,https://www.youtube.com/embed/sample_ambadevi_temple_lake_side,Heritage Home Amravati,1600,Gateway Palace Amravati,5943,20.9747,76.1488,https://source.unsplash.com/800x600/?Ambadevi%20Temple%20Lake%20Side%2CSpiritual%2CMaharashtra
Kapildhara Waterfall Point,Beed,Nature,High,Winter,Nature,3.9,8623,/static/images/kapildhara_waterfall_point.jpg,https://www.youtube.com/embed/sample_kapildhara_waterfall_point,City Center Guest House Beed,1646,Gateway Palace Beed,5927,20.3007,76.7626,https://source.unsplash.com/800x600/?Kapildhara%20Waterfall%20Point%2CNature%2CMaharashtra
Toranmal Hill Station,Nandurbar,Hill,High,Winter,Nature,3.6,9704,/static/images/toranmal_hill_station.jpg,https://www.youtube.com/embed/sample_toranmal_hill_station,Hotel Sai Nandurbar,1599,The Grand Regency Nandurbar,4497,16.8638,79.0258,https://source.unsplash.com/800x600/?Toranmal%20Hill%20Station%2CHill%2CMaharashtra
Gosekhurd Dam,Bhandara,Hill,Medium,All,Relaxation,3.9,5099,/static/images/gosekhurd_dam.jpg,https://www.youtube.com/embed/sample_gosekhurd_dam,Royal Inn Bhandara,1419,The Grand Regency Bhandara,3804,19.0941,74.352,https://source.unsplash.com/800x600/?Gosekhurd%20Dam%2CHill%2CMaharashtra
Osho Garden Valley,Pune,Spiritual,Medium,All,Cultural,3.5,6889,/static/images/osho_garden_valley.jpg,https://www.youtube.com/embed/sample_osho_garden_valley,Green Leaf Lodge Pune,1413,Gateway Palace Pune,4495,19.5398,75.2653,https://source.unsplash.com/800x600/?Osho%20Garden%20Valley%2CSpiritual%2CMaharashtra
Balapur Fort Heritage,Akola,Fort,Medium,All,Adventure,4.4,6728,/static/images/balapur_fort_heritage.jpg,https://www.youtube.com/embed/sample_balapur_fort_heritage,Hotel Sai Akola,1354,Marriott Executive Akola,3950,20.3836,73.6152,https://source.unsplash.com/800x600/?Balapur%20Fort%20Heritage%2CFort%2CMaharashtra
Kandhar Fort Point,Nanded,Fort,Low,All,Adventure,4.0,2664,/static/images/kandhar_fort_point.jpg,https://www.youtube.com/embed/sample_kandhar_fort_point,City Center Guest House Nanded,1306,Novotel Heritage Nanded,6714,18.5032,76.2553,https://source.unsplash.com/800x600/?Kandhar%20Fort%20Point%2CFort%2CMaharashtra
Naldurg Fort,Dharashiv,Fort,High,All,Adventure,4.6,12062,/static/images/naldurg_fort.jpg,https://www.youtube.com/embed/sample_naldurg_fort,Royal Inn Dharashiv,1200,Novotel Heritage Dharashiv,6596,16.2085,73.305,https://source.unsplash.com/800x600/?Naldurg%20Fort%2CFort%2CMaharashtra
Malvan Beach Point,Sindhudurg,Beach,Low,Monsoon,Relaxation,4.1,1926,/static/images/malvan_beach_point.jpg,https://www.youtube.com/embed/sample_malvan_beach_point,The Residency Sindhudurg,1253,Gateway Palace Sindhudurg,3940,19.8741,75.2878,https://source.unsplash.com/800x600/?Malvan%20Beach%20Point%2CBeach%2CMaharashtra
Itiadoh Dam Heritage,Gondia,Hill,High,Winter,Nature,4.1,11436,/static/images/itiadoh_dam_heritage.jpg,https://www.youtube.com/embed/sample_itiadoh_dam_heritage,Pleasant Stay Gondia,1427,The Grand Regency Gondia,6922,20.3113,73.9483,https://source.unsplash.com/800x600/?Itiadoh%20Dam%20Heritage%2CHill%2CMaharashtra
Balapur Fort Lake Side,Akola,Fort,Low,Monsoon,Adventure,3.8,2217,/static/images/balapur_fort_lake_side.jpg,https://www.youtube.com/embed/sample_balapur_fort_lake_side,Hotel Sai Akola,1740,Vivanta Plaza Akola,6204,18.7508,79.6189,https://source.unsplash.com/800x600/?Balapur%20Fort%20Lake%20Side%2CFort%2CMaharashtra
Deolali,Nashik,Nature,Medium,Monsoon,Cultural,4.2,4731,/static/images/deolali.jpg,https://www.youtube.com/embed/sample_deolali,Hotel Sai Nashik,1089,The Grand Regency Nashik,5088,20.3402,73.4735,https://source.unsplash.com/800x600/?Deolali%2CNature%2CMaharashtra
Markanda Mahadev Temple Museum,Gadchiroli,Spiritual,Medium,All,Spiritual,4.4,6783,/static/images/markanda_mahadev_temple_museum.jpg,https://www.youtube.com/embed/sample_markanda_mahadev_temple_museum,Pleasant Stay Gadchiroli,1647,Orchid Resort Gadchiroli,5692,19.347,75.2768,https://source.unsplash.com/800x600/?Markanda%20Mahadev%20Temple%20Museum%2CSpiritual%2CMaharashtra
Chalkewadi Windmills View,Satara,Beach,High,Winter,Adventure,3.8,13255,/static/images/chalkewadi_windmills_view.jpg,https://www.youtube.com/embed/sample_chalkewadi_windmills_view,The Residency Satara,1191,Novotel Heritage Satara,5438,16.3785,73.2712,https://source.unsplash.com/800x600/?Chalkewadi%20Windmills%20View%2CBeach%2CMaharashtra
Panshet Dam Lake Side,Pune,Spiritual,High,All,Spiritual,4.0,8429,/static/images/panshet_dam_lake_side.jpg,https://www.youtube.com/embed/sample_panshet_dam_lake_side,Green Leaf Lodge Pune,1647,Marriott Executive Pune,5845,20.1078,75.4977,https://source.unsplash.com/800x600/?Panshet%20Dam%20Lake%20Side%2CSpiritual%2CMaharashtra
